بردوخته‌ای	V$بردوخت+PREF IND 2SG PERF#IND 2SG PERF
بردوخته‌ایم	V$بردوخت+IND 1PL PERF#PREF IND 1PL PERF
بردوخته‌ست	V$بردوخت+IND 3SG PERF#PREF IND 3SG PERF
بردوختی	V$بردوخت+PREF IND PAST 2SG#SUB IRRP 3SG#PREF SUB IRRP 3SG#IND PAST 2SG
بردوز	V$بردوخت+PREF IMP 2SG#IMP 2SG
بردوزد	V$بردوخت+IND PRES 3SG#PREF IND PRES 3SG
بردوزم	V$بردوخت+PREF IND PRES 1SG#IMP 2SG PRO1SG#IND PRES 1SG#PREF IMP 2SG PRO1SG
بردوزی	V$بردوخت+PREF IND PRES 2SG#IND PRES 2SG
بردوزیم	V$بردوخت+PREF IND PRES 1PL#IND PRES 1PL
بردی	V$برد+SUB IRR 3SG#SUB IRRP 3SG#IND PAST 2SG*برید+SUB IRR 3SG
بردید	V$بردید+IND PAST 3SG#PREF IND PAST 3SG*برد+IND PAST 2PL
بردیده	V$بردید+PP
بردیم	V$برد+IND PAST 1PL
بررس	V$بررسید+PREF IMP 2SG#IMP 2SG
بررست	V$بررست+IND PAST 3SG#PREF IND PAST 3SG*بررسید+IMP 2SG PRO2SG#PREF IMP 2SG PRO2SG
بررستن	V$بررست+INF
بررسته	V$بررست+PP
بررسته‌ست	V$بررست+IND 3SG PERF#PREF IND 3SG PERF
بررستی	V$بررست+PREF IND PAST 2SG#SUB IRRP 3SG#PREF SUB IRRP 3SG#IND PAST 2SG
بررسد	V$بررسید+IND PRES 3SG#PREF IND PRES 3SG
بررسی	V$بررسید+PREF IND PRES 2SG#IND PRES 2SG
بررسید	V$بررسید+PREF IND PRES 2PL#IND PRES 2PL#IND PAST 3SG#PREF IND PAST 3SG#PREF IMP 2PL#IMP 2PL
بررسیدم	V$بررسید+PREF IND PAST 3SG PRO1SG#IMP 2PL PRO1SG#PREF IND PRES 2PL PRO1SG#IND PRES 2PL PRO1SG#IND PAST 3SG PRO1SG#PREF IMP 2PL PRO1SG#IND PAST 1SG#PREF IND PAST 1SG
بررسیدن	V$بررسید+INF
بررسیده	V$بررسید+PP
بررفت	V$بررفت+IND PAST 3SG#PREF IND PAST 3SG
بررفتن	V$بررفت+INF
بررفته	V$بررفت+PP
بررو	V$بررست+PREF IMP 2SG#IMP 2SG*بررفت+PREF IMP 2SG#IMP 2SG
بررود	V$بررست+IND PRES 3SG#PREF IND PRES 3SG*بررفت+IND PRES 3SG#PREF IND PRES 3SG
برروم	V$بررست+PREF IND PRES 1SG#IND PRES 1SG*بررفت+PREF IND PRES 1SG#IND PRES 1SG
برروی	V$بررست+PREF IMP 2SG#PREF IND PRES 2SG#IND PRES 2SG#IMP 2SG*بررفت+PREF IND PRES 2SG#IND PRES 2SG
برروید	V$بررست+IND PRES 2PL#PREF IND PRES 2PL#PREF IND PRES 3SG#IND PRES 3SG#PREF IMP 2PL#IMP 2PL*بررفت+PREF IND PRES 2PL#PREF IMP 2PL#IMP 2PL#IND PRES 2PL
بررویید	V$بررست+PREF IND PRES 2PL#PREF IMP 2PL#IMP 2PL#IND PRES 2PL
برز	V$ارزید+BE IMP 2SG*برزید+IMP 2SG*رزید+BE IMP 2SG
برزاد	V$ارزید+BE SUB PRES 3SG*برزید+SUB PRES 3SG*رزید+BE SUB PRES 3SG
برزت	V$ارزید+BE IMP 2SG PRO2SG*برزید+IMP 2SG PRO2SG*رزید+BE IMP 2SG PRO2SG
برزد	V$ارزید+BE IND PRES 3SG*برزید+IND PRES 3SG*برزد+IND PAST 3SG#PREF IND PAST 3SG*رزید+BE IND PRES 3SG
برزدم	V$ارزید+BE IND PRES 3SG PRO1SG*برزید+IND PRES 3SG PRO1SG*برزد+PREF IND PAST 3SG PRO1SG#IND PAST 1SG#IND PAST 3SG PRO1SG#PREF IND PAST 1SG*رزید+BE IND PRES 3SG PRO1SG
برزدمی	V$برزد+SUB IRRP 1SG#PREF SUB IRRP 1SG
برزدن	V$برزد+INF
برزدند	V$برزد+PREF IND PAST 3PL#IND PAST 3PL
برزده	V$برزد+PP
برزده‌ای	V$برزد+PREF IND 2SG PERF#IND 2SG PERF
برزدی	V$ارزید+BE SUB IRR 3SG*برزید+SUB IRR 3SG*برزد+PREF IND PAST 2SG#SUB IRRP 3SG#PREF SUB IRRP 3SG#IND PAST 2SG*رزید+BE SUB IRR 3SG
برزدیم	V$برزد+PREF IND PAST 1PL#IND PAST 1PL
برزش	V$ارزید+BE IMP 2SG PRO3SG*برزید+IMP 2SG PRO3SG*رزید+BE IMP 2SG PRO3SG
برزم	V$ارزید+BE IMP 2SG PRO1SG#BE IND PRES 1SG*برزید+IMP 2SG PRO1SG#IND PRES 1SG*رزید+BE IMP 2SG PRO1SG#BE IND PRES 1SG
برزمش	V$ارزید+BE IND PRES 1SG PRO3SG*برزید+IND PRES 1SG PRO3SG*رزید+BE IND PRES 1SG PRO3SG
برزمی	V$ارزید+BE SUB IRR 1SG*برزید+SUB IRR 1SG*رزید+BE SUB IRR 1SG
برزن	V$برزد+PREF IMP 2SG#IMP 2SG
برزند	V$ارزید+BE IND PRES 3PL*برزید+IND PRES 3PL*برزد+IND PRES 3SG#PREF IND PRES 3SG*رزید+BE IND PRES 3PL
برزنش	V$برزد+IMP 2SG PRO3SG#PREF IMP 2SG PRO3SG
برزنم	V$برزد+PREF IND PRES 1SG#IMP 2SG PRO1SG#IND PRES 1SG#PREF IMP 2SG PRO1SG
برزنند	V$برزد+PREF IND PRES 3PL#IND PRES 3PL
برزنی	V$برزد+PREF IND PRES 2SG#IND PRES 2SG
برزنید	V$برزد+PREF IND PRES 2PL#PREF IMP 2PL#IMP 2PL#IND PRES 2PL
برزنیم	V$برزد+PREF IND PRES 1PL#IND PRES 1PL
برزی	V$ارزید+BE IND PRES 2SG*برزید+IND PRES 2SG*رزید+BE IND PRES 2SG
برزیدم	V$ارزید+BE IND PRES 2PL PRO1SG#BE IMP 2PL PRO1SG#BE IND PAST 1SG#BE IND PAST 3SG PRO1SG*برزید+IND PAST 1SG#IMP 2PL PRO1SG#IND PRES 2PL PRO1SG#IND PAST 3SG PRO1SG*رزید+BE IND PRES 2PL PRO1SG#BE IND PAST 3SG PRO1SG#BE IND PAST 1SG#BE IMP 2PL PRO1SG
برس	V$رسید+BE IMP 2SG
برساخت	V$برساخت+IND PAST 3SG#PREF IND PAST 3SG
برساختست	V$برساخت+IND 3SG PERF#PREF IND 3SG PERF
برساختن	V$برساخت+INF
برساختند	V$برساخت+PREF IND PAST 3PL#IND PAST 3PL
برساخته	V$برساخت+PP
برساختی	V$برساخت+PREF IND PAST 2SG#SUB IRRP 3SG#PREF SUB IRRP 3SG#IND PAST 2SG
برساختیم	V$برساخت+PREF IND PAST 1PL#IND PAST 1PL
برساد	V$رسید+BE SUB PRES 3SG
برساز	V$برساخت+PREF IMP 2SG#IMP 2SG
برسازد	V$برساخت+IND PRES 3SG#PREF IND PRES 3SG
برسازم	V$برساخت+PREF IND PRES 1SG#IMP 2SG PRO1SG#IND PRES 1SG#PREF IMP 2SG PRO1SG
برسازمش	V$برساخت+IND PRES 1SG PRO3SG#PREF IND PRES 1SG PRO3SG
برسازند	V$برساخت+PREF IND PRES 3PL#IND PRES 3PL
برسازی	V$برساخت+PREF IND PRES 2SG#IND PRES 2SG
برسام	V$رسید+BE SUB PRES 1SG
برسان	V$رسانید+BE IMP 2SG*رساند+BE IMP 2SG
برساناد	V$رسانید+BE SUB PRES 3SG*رساند+BE SUB PRES 3SG
برساند	V$رسانید+BE IND PRES 3SG*رساند+BE IND PAST 3SG#BE IND PRES 3SG*رسید+BE SUB PRES 3PL
برساندت	V$رسانید+BE IND PRES 3SG PRO2SG*رساند+BE IND PAST 3SG PRO2SG#BE IND PRES 3SG PRO2SG*رسید+BE SUB PRES 3PL PRO2SG
برساندش	V$رسانید+BE IND PRES 3SG PRO3SG*رساند+BE IND PAST 3SG PRO3SG#BE IND PRES 3SG PRO3SG*رسید+BE SUB PRES 3PL PRO3SG
برسانش	V$رسانید+BE IMP 2SG PRO3SG*رساند+BE IMP 2SG PRO3SG
برسانم	V$رسانید+BE IMP 2SG PRO1SG#BE IND PRES 1SG*رساند+BE IMP 2SG PRO1SG#BE IND PRES 1SG
برسانند	V$رسانید+BE IND PRES 3PL*رساند+BE IND PRES 3PL
برسانی	V$رسانید+BE IND PRES 2SG*رساند+BE IND PRES 2SG
برسانید	V$رسانید+BE IND PAST 3SG#BE IMP 2PL#BE IND PRES 2PL*رساند+BE IMP 2PL#BE IND PRES 2PL
برسانیم	V$رسانید+BE IND PRES 1PL*رساند+BE IND PRES 1PL
برست	V$رسید+BE IMP 2SG PRO2SG*رست+BE IND PAST 3SG
برستان	V$رسید+BE IMP 2SG PRO2PL
برستست	V$رست+BE IND 3SG PERF
برستم	V$رست+BE IND PAST 1SG#BE IND PAST 3SG PRO1SG
برستند	V$رست+BE IND PAST 3PL
برسته‌ای	V$رست+BE IND 2SG PERF
برسته‌ست	V$رست+BE IND 3SG PERF
برستی	V$رست+BE SUB IRRP 3SG#BE IND PAST 2SG
برستیم	V$رست+BE IND PAST 1PL
برسختم	V$برسخت+IND PAST 3SG PRO1SG#IND PAST 1SG
برسخته	V$برسخت+PP
برسد	V$رسید+BE IND PRES 3SG
برسم	V$رسید+BE IMP 2SG PRO1SG#BE IND PRES 1SG
برسند	V$رسید+BE IND PRES 3PL
برسی	V$رسید+BE IND PRES 2SG
برسید	V$رسید+BE IND PAST 3SG#BE IMP 2PL#BE IND PRES 2PL
برسیدست	V$رسید+BE IND 3SG PERF
برسیدم	V$رسید+BE IND PRES 2PL PRO1SG#BE IND PAST 3SG PRO1SG#BE IND PAST 1SG#BE IMP 2PL PRO1SG
برسیدند	V$رسید+BE IND PAST 3PL
برسیده‌ام	V$رسید+BE IND 1SG PERF
برسیده‌اند	V$رسید+BE IND 3PL PERF
برسیده‌ست	V$رسید+BE IND 3SG PERF
برسیدی	V$رسید+BE SUB IRR 2PL#BE SUB IRRP 3SG#BE IND PAST 2SG
برسیدیم	V$رسید+BE IND PAST 1PL
برسیم	V$رسید+BE IND PRES 1PL
برش	V$برد+IMP 2SG PRO3SG*برید+IMP 2SG PRO3SG*برشت+IMP 2SG
برشان	V$برد+IMP 2SG PRO3PL*برید+IMP 2SG PRO3PL
برشت	V$رشت+BE IND PAST 3SG*برشت+IMP 2SG PRO2SG#IND PAST 3SG
برشتی	V$رشت+BE SUB IRRP 3SG#BE IND PAST 2SG*برشت+SUB IRRP 3SG#IND PAST 2SG
برشد	V$برشد+IND PAST 3SG#PREF IND PAST 3SG*برشت+IND PRES 3SG
برشدستی	V$برشد+IND 2SG PERF2#PREF IND 2SG PERF2
برشدم	V$برشد+PREF IND PAST 3SG PRO1SG#IND PAST 1SG#IND PAST 3SG PRO1SG#PREF IND PAST 1SG*برشت+IND PRES 3SG PRO1SG
برشدن	V$برشد+INF
برشدند	V$برشد+PREF IND PAST 3PL#IND PAST 3PL
برشده	V$برشد+PP
برشدی	V$برشد+PREF IND PAST 2SG#SUB IRRP 3SG#PREF SUB IRRP 3SG#IND PAST 2SG*برشت+SUB IRR 3SG
برشمار	V$برشمارد+PREF IMP 2SG#IMP 2SG
برشمارد	V$برشمارد+IND PAST 3SG#IND PRES 3SG#PREF IND PAST 3SG#PREF IND PRES 3SG
برشمارم	V$برشمارد+PREF IND PRES 1SG#IMP 2SG PRO1SG#IND PRES 1SG#PREF IMP 2SG PRO1SG
برشماری	V$برشمارد+PREF IND PRES 2SG#IND PRES 2SG
برشمرد	V$برشمرد+IND PAST 3SG#IND PRES 3SG#PREF IND PAST 3SG#PREF IND PRES 3SG
برشمردم	V$برشمرد+PREF IND PAST 3SG PRO1SG#IND PRES 3SG PRO1SG#PREF IND PRES 3SG PRO1SG#IND PAST 3SG PRO1SG#IND PAST 1SG#PREF IND PAST 1SG
برشمردمی	V$برشمرد+SUB IRRP 1SG#PREF SUB IRRP 1SG
برشمردی	V$برشمرد+IND PAST 2SG#PREF SUB IRR 3SG#SUB IRR 3SG#PREF IND PAST 2SG#SUB IRRP 3SG#PREF SUB IRRP 3SG
برشمرید	V$برشمرد+PREF IND PRES 2PL#PREF IMP 2PL#IMP 2PL#IND PRES 2PL
برشمریم	V$برشمرد+PREF IND PRES 1PL#IND PRES 1PL
برشو	V$برشد+PREF IMP 2SG#IMP 2SG
برشود	V$برشد+IND PRES 3SG#PREF IND PRES 3SG
برشوند	V$برشد+PREF IND PRES 3PL#IND PRES 3PL
برشوی	V$برشد+PREF IND PRES 2SG#IND PRES 2SG
برشویم	V$برشد+IMP 2SG PRO1SG#PREF IND PRES 1PL#PREF IMP 2SG PRO1SG#IND PRES 1PL
برشکست	V$برشکست+IND PAST 3SG#PREF IND PAST 3SG
برشکستم	V$برشکست+PREF IND PAST 3SG PRO1SG#IND PAST 1SG#IND PAST 3SG PRO1SG#PREF IND PAST 1SG
برشکستند	V$برشکست+PREF IND PAST 3PL#IND PAST 3PL
برشکستنش	V$برشکست+INF PRO3SG
برشکسته	V$برشکست+PP
برشکسته‌ای	V$برشکست+PREF IND 2SG PERF#IND 2SG PERF
برشکستی	V$برشکست+PREF IND PAST 2SG#SUB IRRP 3SG#PREF SUB IRRP 3SG#IND PAST 2SG
برشکن	V$برشکست+PREF IMP 2SG#IMP 2SG
برشکند	V$برشکست+IND PRES 3SG#PREF IND PRES 3SG
برشکنم	V$برشکست+PREF IND PRES 1SG#IMP 2SG PRO1SG#IND PRES 1SG#PREF IMP 2SG PRO1SG
برشکنی	V$برشکست+PREF IND PRES 2SG#IND PRES 2SG
برشکنیم	V$برشکست+PREF IND PRES 1PL#IND PRES 1PL
برفت	V$رفت+BE IND PAST 3SG*برافتاد+PREF IMP 2SG
برفتاد	V$برفتاد+IND PAST 3SG#IND PRES 3SG*برافتاد+PREF IND PAST 3SG#PREF SUB PRES 3SG
برفتادت	V$برفتاد+IND PRES 3SG PRO2SG#IND PAST 3SG PRO2SG*برافتاد+PREF SUB PRES 3SG PRO2SG#PREF IND PAST 3SG PRO2SG
برفتادستی	V$برفتاد+IND 2SG PERF2*برافتاد+PREF IND 2SG PERF2
برفتادی	V$برفتاد+SUB IRR 3SG#SUB IRRP 3SG#IND PAST 2SG*برافتاد+PREF IND PAST 2SG#PREF SUB IRRP 3SG
برفتد	V$برافتاد+PREF IND PRES 3SG
برفتست	V$رفت+BE IND 3SG PERF
برفتش	V$رفت+BE IND PAST 3SG PRO3SG*برافتاد+PREF IMP 2SG PRO3SG
برفتم	V$رفت+BE IND PAST 1SG#BE IND PAST 3SG PRO1SG*برافتاد+PREF IND PRES 1SG#PREF IMP 2SG PRO1SG
برفتمی	V$رفت+BE SUB IRRP 1SG*برافتاد+PREF SUB IRR 1SG
برفتند	V$رفت+BE IND PAST 3PL*برافتاد+PREF IND PRES 3PL
برفته‌ای	V$رفت+BE IND 2SG PERF
برفته‌ست	V$رفت+BE IND 3SG PERF
برفتی	V$رفت+BE SUB IRRP 3SG#BE IND PAST 2SG*برافتاد+PREF IND PRES 2SG
برفتید	V$رفت+BE IND PAST 2PL*برافتاد+PREF IND PRES 2PL#PREF IMP 2PL
برفتیم	V$رفت+BE IND PAST 1PL*برافتاد+PREF IND PRES 1PL
برفراخت	V$برافراخت+PREF IND PAST 3SG
برفراختم	V$برافراخت+PREF IND PAST 3SG PRO1SG#PREF IND PAST 1SG
برفراز	V$برافراشت+PREF IMP 2SG*برافراخت+PREF IMP 2SG
برفرازد	V$برافراشت+PREF IND PRES 3SG*برافراخت+PREF IND PRES 3SG
برفرازم	V$برافراشت+PREF IND PRES 1SG#PREF IMP 2SG PRO1SG*برافراخت+PREF IND PRES 1SG#PREF IMP 2SG PRO1SG
برفرازند	V$برافراشت+PREF IND PRES 3PL*برافراخت+PREF IND PRES 3PL
برفرازی	V$برافراشت+PREF IND PRES 2SG*برافراخت+PREF IND PRES 2SG
برفرازید	V$برافراشت+PREF IND PRES 2PL#PREF IMP 2PL*برافراخت+PREF IND PRES 2PL#PREF IMP 2PL
برفرازیم	V$برافراشت+PREF IND PRES 1PL*برافراخت+PREF IND PRES 1PL
برفراشت	V$برافراشت+PREF IND PAST 3SG
برفراشتی	V$برافراشت+PREF IND PAST 2SG#PREF SUB IRRP 3SG
برفروخت	V$برافروخت+PREF IND PAST 3SG*برفروخت+IND PAST 3SG#PREF IND PAST 3SG
برفروخته	V$برفروخت+PP
برفروز	V$برافروخت+PREF IMP 2SG*برفروخت+PREF IMP 2SG#IMP 2SG
برفروزاند	V$برافروخت+PREF SUB PRES 3PL*برفروخت+PREF SUB PRES 3PL#SUB PRES 3PL
برفروزد	V$برافروخت+PREF IND PRES 3SG*برفروخت+IND PRES 3SG#PREF IND PRES 3SG
برفروزم	V$برافروخت+PREF IND PRES 1SG#PREF IMP 2SG PRO1SG*برفروخت+PREF IND PRES 1SG#IMP 2SG PRO1SG#IND PRES 1SG#PREF IMP 2SG PRO1SG
برفروزند	V$برافروخت+PREF IND PRES 3PL*برفروخت+PREF IND PRES 3PL#IND PRES 3PL
برفروزی	V$برافروخت+PREF IND PRES 2SG*برفروخت+PREF IND PRES 2SG#IND PRES 2SG
برفروزید	V$برافروخت+PREF IND PRES 2PL#PREF IMP 2PL*برفروخت+PREF IND PRES 2PL#PREF IMP 2PL#IMP 2PL#IND PRES 2PL
برفروزیم	V$برافروخت+PREF IND PRES 1PL*برفروخت+PREF IND PRES 1PL#IND PRES 1PL
برفزایی	V$برفزود+PREF SUB IRR 2SG#PREF IND PRES 2SG#IND PRES 2SG#SUB IRR 2SG
برفزاییم	V$برفزود+IMP 2SG PRO1SG#PREF IND PRES 2SG PRO1SG#IND PRES 1PL#PREF IND PRES 1PL#PREF IMP 2SG PRO1SG#IND PRES 2SG PRO1SG
برفزود	V$برفزود+IND PAST 3SG#PREF IND PAST 3SG
برفزوده	V$برفزود+PP
برفزوده‌ای	V$برفزود+PREF IND 2SG PERF#IND 2SG PERF
برفزوده‌ست	V$برفزود+IND 3SG PERF#PREF IND 3SG PERF
برفزودی	V$برفزود+PREF IND PAST 2SG#SUB IRRP 3SG#PREF SUB IRRP 3SG#IND PAST 2SG
برفشان	V$برفشاند+PREF IMP 2SG#IMP 2SG*برافشاند+PREF IMP 2SG
برفشاند	V$برفشاند+IND PAST 3SG#IND PRES 3SG#PREF IND PAST 3SG#PREF IND PRES 3SG*برافشاند+PREF IND PAST 3SG#PREF IND PRES 3SG
برفشانده‌اند	V$برفشاند+IND 3PL PERF#PREF IND 3PL PERF*برافشاند+PREF IND 3PL PERF
برفشاندی	V$برفشاند+IND PAST 2SG#PREF SUB IRR 3SG#SUB IRR 3SG#PREF IND PAST 2SG#SUB IRRP 3SG#PREF SUB IRRP 3SG*برافشاند+PREF IND PAST 2SG#PREF SUB IRRP 3SG#PREF SUB IRR 3SG
برفشانم	V$برفشاند+PREF IND PRES 1SG#IMP 2SG PRO1SG#IND PRES 1SG#PREF IMP 2SG PRO1SG*برافشاند+PREF IND PRES 1SG#PREF IMP 2SG PRO1SG
برفشانمش	V$برفشاند+IND PRES 1SG PRO3SG#PREF IND PRES 1SG PRO3SG*برافشاند+PREF IND PRES 1SG PRO3SG
برفشانند	V$برفشاند+PREF IND PRES 3PL#IND PRES 3PL*برافشاند+PREF IND PRES 3PL
برفشانی	V$برفشاند+PREF IND PRES 2SG#IND PRES 2SG*برافشاند+PREF IND PRES 2SG
برفشانید	V$برفشاند+PREF IND PRES 2PL#PREF IMP 2PL#IMP 2PL#IND PRES 2PL*برافشاند+PREF IND PRES 2PL#PREF IMP 2PL
برفشانیم	V$برفشاند+PREF IND PRES 1PL#IND PRES 1PL*برافشاند+PREF IND PRES 1PL
برفکن	V$برافکند+PREF IMP 2SG
برفکند	V$برافکند+PREF IND PAST 3SG#PREF IND PRES 3SG
برفکندم	V$برافکند+PREF IND PAST 3SG PRO1SG#PREF IND PRES 3SG PRO1SG#PREF IND PAST 1SG
برفکندند	V$برافکند+PREF IND PAST 3PL
برفکندی	V$برافکند+PREF IND PAST 2SG#PREF SUB IRRP 3SG#PREF SUB IRR 3SG
برفکنم	V$برافکند+PREF IND PRES 1SG#PREF IMP 2SG PRO1SG
برفکنی	V$برافکند+PREF IND PRES 2SG
برقص	V$رقصید+BE IMP 2SG
برقصد	V$رقصید+BE IND PRES 3SG
برقصند	V$رقصید+BE IND PRES 3PL
برقصی	V$رقصید+BE IND PRES 2SG
برم	V$برد+IMP 2SG PRO1SG#IND PRES 1SG*برید+IMP 2SG PRO1SG#IND PRES 1SG
برما	V$برآمد+PREF NEG IMP 2SG
برماست	V$برماسید+IMP 2SG PRO2SG
برمالی	V$برمالید+PREF IND PRES 2SG#IND PRES 2SG
برماند	V$برآمد+PREF NEG IND PRES 3PL*رماند+BE IND PAST 3SG#BE IND PRES 3SG
برمانی	V$رماند+BE IND PRES 2SG
برمبند	V$بربست+PREF NEG IMP 2SG*رمبید+BE IND PRES 3PL
برمت	V$برد+IND PRES 1SG PRO2SG*برید+IND PRES 1SG PRO2SG
برمتاب	V$برتافت+PREF NEG IMP 2SG*برتابید+PREF NEG IMP 2SG
برمخیز	V$برخاست+PREF NEG IMP 2SG
برمخیزانم	V$برخیزاند+PREF NEG IND PRES 1SG#PREF NEG IMP 2SG PRO1SG
برمدار	V$برداشت+PREF NEG IMP 2SG
برمدم	V$بردمید+PREF NEG IMP 2SG
برمزن	V$برزد+PREF NEG IMP 2SG
برمزنش	V$برزد+PREF NEG IMP 2SG PRO3SG
برمش	V$برد+IND PRES 1SG PRO3SG*برید+IND PRES 1SG PRO3SG
برمفروز	V$برافروخت+PREF NEG IMP 2SG*برفروخت+PREF NEG IMP 2SG
برمفشان	V$برفشاند+PREF NEG IMP 2SG*برافشاند+PREF NEG IMP 2SG
برمم	V$برد+IND PRES 1SG PRO1SG*برید+IND PRES 1SG PRO1SG
برمنشین	V$برنشست+PREF NEG IMP 2SG
برمنه	V$برنهاد+PREF NEG IMP 2SG
برمکش	V$برکشید+PREF NEG IMP 2SG
برمکن	V$برکرد+PREF NEG IMP 2SG*برکند+PREF NEG IMP 2SG
برمگذار	V$برگذاشت+PREF NEG IMP 2SG
برمگذر	V$برگذشت+PREF NEG IMP 2SG
برمگذرید	V$برگذشت+PREF NEG IND PRES 2PL#PREF NEG IMP 2PL
برمگرد	V$برگردید+PREF NEG IMP 2SG*برگشت+PREF NEG IMP 2SG
برمگردان	V$برگرداند+PREF NEG IMP 2SG*برگردانید+PREF NEG IMP 2SG
برمگزین	V$برگزید+PREF NEG IMP 2SG
برمگیر	V$برگرفت+PREF NEG IMP 2SG
برمی	V$برد+SUB IRR 1SG*برید+SUB IRR 1SG
برمیاور	V$برآورد+PREF MI IMP 2SG
برمیجهی	V$برجهید+PREF MI IND PRES 2SG
برمید	V$رمید+BE IMP 2SG#BE IND PAST 3SG
برمیدم	V$بردمید+PREF MI IMP 2SG*رمید+BE IMP 2SG PRO1SG#BE IND PRES 1SG#BE IND PAST 1SG#BE IND PAST 3SG PRO1SG
برمیدند	V$رمید+BE IND PAST 3PL#BE IND PRES 3PL
برمیده	V$برداد+PREF MI IMP 2SG
برمیدی	V$رمید+BE IND PAST 2SG#BE SUB IRRP 3SG#BE IND PRES 2SG
برمیزد	V$برزد+PREF MI IND PAST 3SG
برمیفراز	V$برافراشت+PREF MI IMP 2SG#PREF NEG IMP 2SG*برافراخت+PREF MI IMP 2SG#PREF NEG IMP 2SG
برمیفراشت	V$برافراشت+PREF MI IND PAST 3SG#PREF NEG IND PAST 3SG
برمیفروز	V$برافروخت+PREF MI IMP 2SG#PREF NEG IMP 2SG*برفروخت+PREF MI IMP 2SG
برمیگزید	V$برگزید+PREF MI IND PAST 3SG
برمی‌آرد	V$برآورد+PREF MI IND PRES 3SG
برمی‌آورد	V$برآورد+PREF MI IND PAST 3SG#PREF MI IND PRES 3SG
برمی‌آید	V$برآمد+PREF MI IMP 2PL#PREF MI IND PRES 3SG#PREF MI IND PRES 2PL
برمی‌تنند	V$برتنید+PREF MI IND PRES 3PL
برمی‌تپم	V$برتپید+PREF MI IND PRES 1SG#PREF MI IMP 2SG PRO1SG
برمی‌خاست	V$برخاست+PREF MI IND PAST 3SG
برمی‌خاستند	V$برخاست+PREF MI IND PAST 3PL
برمی‌خیزد	V$برخاست+PREF MI IND PRES 3SG
برمی‌داد	V$برداد+PREF MI IND PAST 3SG
برمی‌داشت	V$برداشت+PREF MI IND PAST 3SG
برمی‌داشتم	V$برداشت+PREF MI IND PAST 1SG#PREF MI IND PAST 3SG PRO1SG
برمی‌داشتی	V$برداشت+PREF MI IND PAST 2SG#PREF MI SUB IRRP 3SG
برمی‌دوخت	V$بردوخت+PREF MI IND PAST 3SG
برمی‌روید	V$بررست+PREF MI IMP 2PL#PREF MI IND PRES 3SG#PREF MI IND PRES 2PL*بررفت+PREF MI IMP 2PL#PREF MI IND PRES 2PL
برمی‌زند	V$برزد+PREF MI IND PRES 3SG
برمی‌زنم	V$برزد+PREF MI IND PRES 1SG#PREF MI IMP 2SG PRO1SG
برمی‌زنند	V$برزد+PREF MI IND PRES 3PL
برمی‌شمر	V$برشمرد+PREF MI IMP 2SG
برمی‌شمرد	V$برشمرد+PREF MI IND PAST 3SG#PREF MI IND PRES 3SG
برمی‌شود	V$برشد+PREF MI IND PRES 3SG
برمی‌کشد	V$برکشید+PREF MI IND PRES 3SG
برمی‌کشند	V$برکشید+PREF MI IND PRES 3PL
برمی‌کشی	V$برکشید+PREF MI IND PRES 2SG
برمی‌کشید	V$برکشید+PREF MI IND PAST 3SG#PREF MI IMP 2PL#PREF MI IND PRES 2PL
برمی‌کشیدند	V$برکشید+PREF MI IND PAST 3PL
برمی‌کند	V$برکرد+PREF MI IND PRES 3SG*برکند+PREF MI IND PAST 3SG#PREF MI IND PRES 3SG
برمی‌کنندش	V$برکرد+PREF MI IND PRES 3PL PRO3SG*برکند+PREF MI IND PRES 3PL PRO3SG
برمی‌کنی	V$برکرد+PREF MI IND PRES 2SG*برکند+PREF MI IND PRES 2SG
برمی‌گردد	V$برگردید+PREF MI IND PRES 3SG*برگشت+PREF MI IND PRES 3SG
برمی‌گشادند	V$برگشاد+PREF MI IND PAST 3PL
برمی‌گشاید	V$برگشاد+PREF MI IMP 2PL#PREF MI IND PRES 3SG#PREF MI IND PRES 2PL*برگشود+PREF MI IMP 2PL#PREF MI IND PRES 2PL
برمی‌گشت	V$برگشت+PREF MI IND PAST 3SG
برنا	V$برآمد+PREF NEG IMP 2SG
برناام	V$برآمد+PREF NEG SUB PRES 1SG
برنارد	V$برآورد+PREF NEG IND PRES 3SG
برنارم	V$برآورد+PREF NEG IND PRES 1SG#PREF NEG IMP 2SG PRO1SG
برنام	V$برآمد+PREF NEG IND PRES 1SG
برنامد	V$برآمد+PREF NEG IND PAST 3SG
برناورده‌ام	V$برآورد+PREF NEG IND 1SG PERF
برناورم	V$برآورد+PREF NEG IND PRES 1SG#PREF NEG IMP 2SG PRO1SG
برنای	V$برآمد+PREF NEG IND PRES 2SG#PREF NEG IMP 2SG
برناید	V$برآمد+PREF NEG IND PRES 3SG#PREF NEG IND PRES 2PL#PREF NEG IMP 2PL
برنایدت	V$برآمد+PREF NEG IMP 2PL PRO2SG#PREF NEG IND PRES 3SG PRO2SG#PREF NEG IND PRES 2PL PRO2SG
برنایم	V$برآمد+PREF NEG IND PRES 1PL#PREF NEG IND PRES 1SG#PREF NEG IMP 2SG PRO1SG
برنایند	V$برآمد+PREF NEG IND PRES 3PL
برنایی	V$برآمد+PREF NEG SUB IRR 2SG#PREF NEG IND PRES 2SG
برنایید	V$برآمد+PREF NEG IND PRES 2PL#PREF NEG IMP 2PL
